"K1","ko"
"ko:K04348","ko05417"
"ko:K03242",""
"ko:K07759","ko03410"
"ko:K01456","ko04141"
"ko:K03704",""
"ko:K17545",""
"ko:K10414","ko05132"
"ko:K01046","ko01100"
"ko:K13192",""
"ko:K02922","ko05171"
"ko:K19400",""
"ko:K18732",""
"ko:K18912","ko01100"
"ko:K03406","ko02030"
"ko:K04985",""
"ko:K14558","ko03008"
"ko:K21419",""
"ko:K10594","ko04120"
"ko:K00465",""
"ko:K04688","ko05235"
"ko:K01092","ko04070"
"ko:K06691","ko05169"
"ko:K00845","ko01250"
"ko:K22128",""
"ko:K04523","ko05014"
"ko:K16302",""
"ko:K01377",""
"ko:K01948","ko01230"
"ko:K12890","ko05168"
"ko:K06580",""
"ko:K09419",""
"ko:K00237","ko05415"
"ko:K02716","ko01100"
"ko:K13448","ko04626"
"ko:K00963","ko01250"
"ko:K02885","ko05171"
"ko:K09459","ko01120"
"ko:K06631","ko04914"
"ko:K00522","ko04978"
"ko:K04005",""
"ko:K01593","ko05034"
"ko:K05104","ko04360"
"ko:K15688","ko04137"
"ko:K03347","ko05200"
"ko:K18660","ko01212"
"ko:K19199",""
"ko:K14559","ko03008"
"ko:K00928","ko01230"
"ko:K14398","ko03250"
"ko:K10691","ko05203"
"ko:K14641","ko01232"
"ko:K14856",""
"ko:K17550",""
"ko:K06816","ko04514"
"ko:K00232","ko04936"
"ko:K11430","ko05206"
"ko:K10436",""
"ko:K06442",""
"ko:K14811",""
"ko:K22470","ko01120"
"ko:K15030",""
"ko:K01225","ko01100"
"ko:K17803",""
"ko:K13207",""
"ko:K00020","ko01100"
"ko:K14992","ko04727"
"ko:K21871",""
"ko:K01892","ko00970"
"ko:K01477","ko01120"
"ko:K20471",""
"ko:K10355","ko04814"
"ko:K14766",""
"ko:K12845","ko03040"
"ko:K02894","ko05171"
"ko:K11265","ko04935"
"ko:K00128","ko04936"
"ko:K15849","ko01230"
"ko:K03066","ko05169"
"ko:K02934","ko05171"
"ko:K16726",""
"ko:K11511","ko03460"
"ko:K00624","ko04146"
"ko:K03353","ko05166"
"ko:K10395","ko04814"
"ko:K06671","ko04113"
"ko:K20782","ko00514"
"ko:K10590","ko04120"
"ko:K04370","ko04150"
"ko:K07090",""
"ko:K02730","ko05022"
"ko:K03021","ko04623"
"ko:K06494","ko05418"
"ko:K02151","ko05323"
"ko:K07934",""
"ko:K00088","ko01232"
"ko:K02876","ko03010"
"ko:K16744",""
"ko:K03260","ko05416"
"ko:K01190","ko01100"
"ko:K11338","ko03082"
"ko:K14778",""
"ko:K00025","ko04964"
"ko:K05610","ko03082"
"ko:K08794","ko05214"
"ko:K06942",""
"ko:K03246",""
"ko:K01687","ko01230"
"ko:K09822",""
"ko:K06954",""
"ko:K12169",""
"ko:K04515","ko05417"
"ko:K10406","ko04814"
"ko:K16052",""
"ko:K18655","ko03015"
"ko:K04740",""
"ko:K00819","ko01110"
"ko:K03232",""
"ko:K05757","ko05135"
"ko:K00870",""
"ko:K14573","ko03008"
"ko:K13807","ko04745"
"ko:K03233","ko05134"
"ko:K00542","ko01100"
"ko:K01278","ko04974"
"ko:K10652","ko05164"
"ko:K03013","ko05016"
"ko:K03035","ko05169"
"ko:K01366","ko04210"
"ko:K03696",""
"ko:K06674","ko04111"
"ko:K00784",""
"ko:K10754","ko03430"
"ko:K11664","ko03082"
"ko:K03782","ko01110"
"ko:K09560",""
"ko:K03039","ko05169"
"ko:K15433",""
"ko:K04659","ko05165"
"ko:K20369",""
"ko:K02209","ko04113"
"ko:K01027","ko01100"
"ko:K06818",""
"ko:K14950",""
"ko:K21424",""
"ko:K04802","ko05161"
"ko:K00286","ko01230"
"ko:K02909","ko03010"
"ko:K00486","ko01240"
"ko:K17637","ko05132"
"ko:K03262","ko04214"
"ko:K12400","ko04142"
"ko:K20174",""
"ko:K01899","ko01200"
"ko:K03032","ko05169"
"ko:K01855",""
"ko:K14415",""
"ko:K13535","ko00564"
"ko:K04464","ko05418"
"ko:K02943","ko05171"
"ko:K00469","ko01250"
"ko:K12132",""
"ko:K14793",""
"ko:K02962","ko05171"
"ko:K00999","ko04070"
"ko:K04638","ko05022"
"ko:K01969","ko01100"
"ko:K10609","ko05170"
"ko:K13099",""
"ko:K18401",""
"ko:K17986","ko04137"
"ko:K03403","ko01110"
"ko:K09680","ko01240"
"ko:K12617","ko03018"
"ko:K03250","ko05160"
"ko:K00464",""
"ko:K07126",""
"ko:K17261",""
"ko:K00121","ko04936"
"ko:K11407","ko05203"
"ko:K07140",""
"ko:K16532",""
"ko:K06092","ko05165"
"ko:K07908",""
"ko:K03133","ko03022"
"ko:K00859","ko01240"
"ko:K05699","ko05322"
"ko:K07093",""
"ko:K00878","ko01240"
"ko:K01672","ko01100"
"ko:K12662","ko03040"
"ko:K06540",""
"ko:K02947","ko05171"
"ko:K14563","ko03008"
"ko:K12855","ko03040"
"ko:K20198","ko04814"
"ko:K06013","ko01110"
"ko:K00889","ko05231"
"ko:K01404","ko05143"
"ko:K01243","ko01230"
"ko:K08660","ko01100"
"ko:K06316",""
"ko:K15290","ko04721"
"ko:K12847","ko03040"
"ko:K00266","ko01230"
"ko:K09228","ko05168"
"ko:K14820",""
"ko:K03130","ko03022"
"ko:K13886",""
"ko:K13758","ko01100"
"ko:K03854",""
"ko:K01247","ko03410"
"ko:K18273",""
"ko:K00101","ko01100"
"ko:K06657","ko04111"
"ko:K03015","ko05016"
"ko:K00318","ko01110"
"ko:K01785","ko01120"
"ko:K09514",""
"ko:K11108","ko03008"
"ko:K00383","ko05415"
"ko:K02133","ko05415"
"ko:K02147","ko05323"
"ko:K13130",""
"ko:K11990","ko04340"
"ko:K08635",""
"ko:K14207","ko04974"
"ko:K17255",""
"ko:K00681","ko01100"
"ko:K08139","ko04113"
"ko:K06944",""
"ko:K02959","ko03010"
"ko:K00833","ko01240"
"ko:K02154","ko05323"
"ko:K19036",""
"ko:K19998",""
"ko:K10666","ko04141"
"ko:K10534","ko01310"
"ko:K04409","ko05211"
"ko:K03921","ko01212"
"ko:K19949",""
"ko:K00731","ko01100"
"ko:K02149","ko05323"
"ko:K04984","ko04750"
"ko:K01487","ko01232"
"ko:K14772",""
"ko:K10397","ko04814"
"ko:K00012","ko01250"
"ko:K03799",""
"ko:K18442","ko04144"
"ko:K19476","ko04144"
"ko:K19676",""
"ko:K03243",""
"ko:K07883",""
"ko:K03131","ko03022"
"ko:K10746","ko03430"
"ko:K11595",""
"ko:K16810",""
"ko:K08914","ko01100"
"ko:K15443",""
"ko:K08621",""
"ko:K16462",""
"ko:K10643","ko03018"
"ko:K12501","ko01240"
"ko:K08282",""
"ko:K12861","ko03040"
"ko:K15631","ko01100"
"ko:K17341",""
"ko:K14440",""
"ko:K04403","ko05417"
"ko:K02150","ko05323"
"ko:K10695","ko03083"
"ko:K08994",""
"ko:K20790",""
"ko:K03065","ko05169"
"ko:K01853","ko01110"
"ko:K10752","ko04218"
"ko:K14696",""
"ko:K00249","ko04936"
"ko:K04977","ko04921"
"ko:K05841",""
"ko:K13095",""
"ko:K11982",""
"ko:K12486","ko04144"
"ko:K03564",""
"ko:K04563","ko04113"
"ko:K08334","ko05167"
"ko:K19751",""
"ko:K07553","ko01100"
"ko:K12402","ko04142"
"ko:K12818","ko03040"
"ko:K16569",""
"ko:K05542",""
"ko:K11839","ko04934"
"ko:K06699","ko03050"
"ko:K00971","ko01250"
"ko:K00507","ko04936"
"ko:K03106","ko03070"
"ko:K03462","ko04621"
"ko:K08737","ko05210"
"ko:K04594",""
"ko:K08582",""
"ko:K01359",""
"ko:K14529",""
"ko:K14963","ko04934"
"ko:K08654",""
"ko:K00850","ko05230"
"ko:K12452","ko01250"
"ko:K15216",""
"ko:K03248",""
"ko:K17605","ko05415"
"ko:K18626",""
"ko:K15377","ko05231"
"ko:K18443","ko04144"
"ko:K03247","ko05162"
"ko:K01358","ko04212"
"ko:K15289",""
"ko:K12197","ko04217"
"ko:K07509","ko01212"
"ko:K01823","ko01110"
"ko:K10418","ko05132"
"ko:K00645","ko01212"
"ko:K02882","ko05171"
"ko:K10950","ko05417"
"ko:K19947",""
"ko:K11599","ko03050"
"ko:K00550","ko01110"
"ko:K02449",""
"ko:K07305",""
"ko:K16546",""
"ko:K03676",""
"ko:K12833","ko03040"
"ko:K02603","ko04113"
"ko:K03165","ko03460"
"ko:K19352",""
"ko:K08269","ko05022"
"ko:K05794",""
"ko:K06867",""
"ko:K07889","ko05152"
"ko:K02912","ko05171"
"ko:K20028",""
"ko:K00451","ko01120"
"ko:K02136","ko05415"
"ko:K14002","ko04141"
"ko:K13989","ko04141"
"ko:K11279",""
"ko:K00161","ko05415"
"ko:K01414",""
"ko:K00226","ko01240"
"ko:K21543",""
"ko:K06287","ko01232"
"ko:K01412",""
"ko:K16603",""
"ko:K02964","ko05171"
"ko:K08831",""
"ko:K02951","ko05171"
"ko:K14209","ko04974"
"ko:K07199","ko05410"
"ko:K14018","ko04141"
"ko:K01847","ko04980"
"ko:K14966","ko05168"
"ko:K08864",""
"ko:K01091","ko01110"
"ko:K04344","ko05207"
"ko:K19480","ko04148"
"ko:K18464","ko04144"
"ko:K15259",""
"ko:K03253",""
"ko:K18423","ko05132"
"ko:K20873",""
"ko:K14684",""
"ko:K01868","ko00970"
"ko:K11800",""
"ko:K07767",""
"ko:K15335",""
"ko:K01395","ko04974"
"ko:K00688","ko04931"
"ko:K08907","ko01100"
"ko:K01810","ko01250"
"ko:K12830","ko03040"
"ko:K01876","ko00970"
"ko:K11644","ko05202"
"ko:K05931","ko01522"
"ko:K21797","ko04070"
"ko:K05309","ko01100"
"ko:K14709","ko05012"
"ko:K09422",""
"ko:K02148","ko05323"
"ko:K14961","ko04934"
"ko:K02898","ko05171"
"ko:K02987","ko05171"
"ko:K20989",""
"ko:K01557","ko01120"
"ko:K12580","ko03018"
"ko:K12816","ko03040"
"ko:K01854","ko01250"
"ko:K11447","ko05202"
"ko:K17579",""
"ko:K14843",""
"ko:K04728","ko05206"
"ko:K01057","ko01200"
"ko:K02358","ko04626"
"ko:K06689","ko05131"
"ko:K06943","ko03008"
"ko:K03363","ko05203"
"ko:K12448","ko01250"
"ko:K19721","ko04974"
"ko:K08512","ko04611"
"ko:K15693",""
"ko:K22282",""
"ko:K03281",""
"ko:K20781","ko00514"
"ko:K01942","ko01100"
"ko:K20843",""
"ko:K20792",""
"ko:K04849","ko05207"
"ko:K19519",""
"ko:K21771","ko05170"
"ko:K15303","ko00980"
"ko:K04833","ko04728"
"ko:K18749",""
"ko:K05592","ko03018"
"ko:K04457","ko04010"
"ko:K11977",""
"ko:K17943","ko05017"
"ko:K05724",""
"ko:K17279",""
"ko:K04460","ko04010"
"ko:K02971","ko05171"
"ko:K14007","ko05130"
"ko:K07513","ko04146"
"ko:K17710",""
"ko:K14430",""
"ko:K16317",""
"ko:K03834",""
"ko:K03025","ko04623"
"ko:K13194",""
"ko:K03120","ko05203"
"ko:K03377",""
"ko:K07427",""
"ko:K10696",""
"ko:K15105",""
"ko:K12581","ko03018"
"ko:K11344","ko03082"
"ko:K00898","ko05415"
"ko:K03639","ko04122"
"ko:K00366","ko01310"
"ko:K02155","ko05323"
"ko:K04874",""
"ko:K09596",""
"ko:K02883","ko05171"
"ko:K15397","ko04626"
"ko:K03086","ko02040"
"ko:K02114","ko01100"
"ko:K14947",""
"ko:K04710","ko04071"
"ko:K00059","ko01240"
"ko:K02219","ko05222"
"ko:K03869","ko04341"
"ko:K02877","ko05171"
"ko:K08151",""
"ko:K14569","ko03008"
"ko:K02838",""
"ko:K18995",""
"ko:K19035",""
"ko:K13912","ko04970"
"ko:K05666","ko04976"
"ko:K12827","ko03040"
"ko:K20285",""
"ko:K22378",""
"ko:K10706","ko05014"
"ko:K01431","ko01100"
"ko:K14788",""
"ko:K05869","ko05214"
"ko:K03239","ko05168"
"ko:K01939","ko01240"
"ko:K04487","ko04122"
"ko:K13289","ko04614"
"ko:K07204","ko05206"
"ko:K03313",""
"ko:K02357",""
"ko:K06627","ko05221"
"ko:K03264","ko03008"
"ko:K00024","ko01200"
"ko:K13342","ko04146"
"ko:K02320","ko03030"
"ko:K10592","ko04137"
"ko:K04078",""
"ko:K00485","ko01100"
"ko:K14327","ko03015"
"ko:K07887","ko05152"
"ko:K00565","ko03015"
"ko:K18932",""
"ko:K09585",""
"ko:K19758",""
"ko:K07192","ko04910"
"ko:K03872","ko05211"
"ko:K01490","ko04820"
"ko:K14540",""
"ko:K00726","ko01100"
"ko:K13093",""
"ko:K14837",""
"ko:K01710","ko01250"
"ko:K11416","ko05230"
"ko:K18328",""
"ko:K00736","ko01100"
"ko:K17609",""
"ko:K20151",""
"ko:K06579",""
"ko:K01930","ko01523"
"ko:K20347",""
"ko:K21843",""
"ko:K02735","ko05022"
"ko:K13524","ko04727"
"ko:K14847",""
"ko:K08647",""
"ko:K16055","ko01110"
"ko:K06593","ko04520"
"ko:K01209","ko01100"
"ko:K03544","ko04112"
"ko:K09186","ko05202"
"ko:K09597",""
"ko:K03006","ko05016"
"ko:K01883","ko00970"
"ko:K19683",""
"ko:K03254",""
"ko:K12041","ko04260"
"ko:K21396",""
"ko:K12602","ko03018"
"ko:K00208","ko01240"
"ko:K18533","ko01240"
"ko:K01181",""
"ko:K08498","ko04130"
"ko:K11308",""
"ko:K00526","ko01232"
"ko:K14066","ko01110"
"ko:K00262","ko01120"
"ko:K02516","ko04111"
"ko:K02293","ko01110"
"ko:K12826","ko03040"
"ko:K01931",""
"ko:K00036","ko05415"
"ko:K16308",""
"ko:K03941","ko05415"
"ko:K03943","ko05415"
"ko:K02356",""
"ko:K09489","ko05417"
"ko:K09548",""
"ko:K05543",""
"ko:K12842","ko03040"
"ko:K07404","ko01200"
"ko:K09485","ko04141"
"ko:K02078","ko01110"
"ko:K12168",""
"ko:K00031","ko05230"
"ko:K14309","ko05014"
"ko:K02881","ko03010"
"ko:K18801",""
"ko:K08850",""
"ko:K02888","ko03010"
"ko:K00006","ko04011"
"ko:K18617",""
"ko:K16808",""
"ko:K08675",""
"ko:K00605","ko01200"
"ko:K05648","ko02010"
"ko:K09494",""
"ko:K05668","ko02010"
"ko:K14688","ko04978"
"ko:K06180",""
"ko:K00716","ko01100"
"ko:K10575","ko05022"
"ko:K03036","ko05169"
"ko:K10356","ko05130"
"ko:K00940","ko04016"
"ko:K05291","ko01100"
"ko:K09581",""
"ko:K17964",""
"ko:K00690","ko01100"
"ko:K15196",""
"ko:K00679","ko01100"
"ko:K20642",""
"ko:K15523",""
"ko:K00872","ko01230"
"ko:K02728","ko05022"
"ko:K15111",""
"ko:K02996","ko03010"
"ko:K09645",""
"ko:K13941","ko01240"
"ko:K05712","ko01220"
"ko:K08653","ko04141"
"ko:K07935",""
"ko:K11980",""
"ko:K14683","ko04978"
"ko:K07512","ko01212"
"ko:K00849","ko01250"
"ko:K09569",""
"ko:K18416",""
"ko:K01120","ko01100"
"ko:K01597","ko01110"
"ko:K01691","ko04310"
"ko:K08576",""
"ko:K09257",""
"ko:K11153","ko01240"
"ko:K12849","ko03040"
"ko:K17732",""
"ko:K14508","ko04075"
"ko:K00630","ko01100"
"ko:K16550",""
"ko:K02144","ko05323"
"ko:K06461","ko05221"
"ko:K00496","ko00930"
"ko:K05605","ko01200"
"ko:K02927","ko05171"
"ko:K18763",""
"ko:K05857","ko05131"
"ko:K18635",""
"ko:K04543","ko05200"
"ko:K00658","ko01210"
"ko:K08341","ko04727"
"ko:K08235",""
"ko:K09649",""
"ko:K14401","ko03015"
"ko:K08220",""
"ko:K09502","ko04141"
"ko:K12858","ko03040"
"ko:K01626","ko02024"
"ko:K12836","ko05131"
"ko:K08906","ko01100"
"ko:K18729",""
"ko:K06215","ko01240"
"ko:K00111","ko01110"
"ko:K08739","ko03430"
"ko:K03147","ko01240"
"ko:K06928","ko01232"
"ko:K05641","ko05417"
"ko:K15146","ko04919"
"ko:K04505","ko05165"
"ko:K02010","ko02010"
"ko:K08735","ko05210"
"ko:K10597","ko04141"
"ko:K14621","ko04977"
"ko:K12559","ko05130"
"ko:K00919","ko01110"
"ko:K09668","ko01100"
"ko:K00294","ko01100"
"ko:K02440",""
"ko:K10603","ko05340"
"ko:K02128","ko05415"
"ko:K08902","ko01100"
"ko:K19760",""
"ko:K04955","ko04929"
"ko:K09498",""
"ko:K20784","ko00514"
"ko:K01176","ko04973"
"ko:K17415",""
"ko:K14379","ko05323"
"ko:K14648",""
"ko:K05629","ko04151"
"ko:K03012","ko05016"
"ko:K07019",""
"ko:K21289","ko05167"
"ko:K07399",""
"ko:K06834","ko04148"
"ko:K19749",""
"ko:K00698","ko01100"
"ko:K03087","ko05111"
"ko:K03258","ko05205"
"ko:K19682",""
"ko:K05032","ko04930"
"ko:K18327",""
"ko:K01081","ko01232"
"ko:K00943","ko01232"
"ko:K06093","ko05165"
"ko:K10297",""
"ko:K19671",""
"ko:K08568","ko04210"
"ko:K02858","ko01240"
"ko:K15732",""
"ko:K00721","ko01100"
"ko:K07238",""
"ko:K11209",""
"ko:K12843","ko03040"
"ko:K13179",""
"ko:K09513",""
"ko:K14213",""
"ko:K00077","ko01240"
"ko:K14827","ko03083"
"ko:K07937","ko05134"
"ko:K08834","ko04814"
"ko:K16938","ko05131"
"ko:K05389",""
"ko:K15276",""
"ko:K01624","ko01230"
"ko:K02969","ko05171"
"ko:K20354",""
"ko:K17424",""
"ko:K04914","ko04934"
"ko:K13690",""
"ko:K04708","ko01100"
"ko:K03656",""
"ko:K00951","ko01100"
"ko:K18121","ko01200"
"ko:K14396","ko05164"
"ko:K08832",""
"ko:K00981","ko04070"
"ko:K04608","ko04724"
"ko:K10766",""
"ko:K00915","ko04138"
"ko:K17914","ko04814"
"ko:K12865","ko03040"
"ko:K22145",""
"ko:K14813",""
"ko:K10626",""
"ko:K00512","ko04934"
"ko:K01201","ko04142"
"ko:K03438",""
"ko:K03845","ko01100"
"ko:K06826","ko04820"
"ko:K01166",""
"ko:K10949","ko05110"
"ko:K04360","ko05034"
"ko:K21776","ko04218"
"ko:K12947","ko03060"
"ko:K12601","ko03018"
"ko:K15014","ko05034"
"ko:K11517","ko04146"
"ko:K00162","ko05415"
"ko:K11684",""
"ko:K04554","ko05022"
"ko:K10577","ko05206"
"ko:K00649","ko04146"
"ko:K02968","ko03010"
"ko:K09614",""
"ko:K01316",""
"ko:K10480",""
"ko:K02503",""
"ko:K01485","ko01232"
"ko:K17498",""
"ko:K04678","ko04520"
"ko:K15172","ko03250"
"ko:K01703","ko01230"
"ko:K12608","ko03018"
"ko:K15261",""
"ko:K03103","ko01100"
"ko:K00911","ko04070"
"ko:K10761",""
"ko:K06974",""
"ko:K03116","ko03070"
"ko:K03627",""
"ko:K02733","ko03050"
"ko:K19375",""
"ko:K00920","ko04810"
"ko:K00327",""
"ko:K12821","ko03040"
"ko:K13576","ko04964"
"ko:K03168",""
"ko:K19668","ko02020"
"ko:K06238","ko05165"
"ko:K18588",""
"ko:K11143","ko05022"
"ko:K20899","ko04621"
"ko:K14168","ko04122"
"ko:K16582",""
"ko:K01850","ko01230"
"ko:K11453","ko03083"
"ko:K08116",""
"ko:K00453","ko01240"
"ko:K02090","ko05030"
"ko:K10080","ko04141"
"ko:K04035","ko01110"
"ko:K08332",""
"ko:K18156",""
"ko:K13249","ko04141"
"ko:K13293","ko05032"
"ko:K01299",""
"ko:K00428",""
"ko:K02575","ko00910"
"ko:K01177","ko01110"
"ko:K21737",""
"ko:K10802","ko04613"
"ko:K02890","ko03010"
"ko:K01869","ko00970"
"ko:K07393",""
"ko:K20407","ko04150"
"ko:K01955","ko01240"
"ko:K11650","ko05225"
"ko:K00670",""
"ko:K10770",""
"ko:K10415","ko05132"
"ko:K05012","ko04613"
"ko:K00763","ko01240"
"ko:K03783","ko01232"
"ko:K10669",""
"ko:K13752","ko04740"
"ko:K06094","ko05165"
"ko:K16506",""
"ko:K08624",""
"ko:K11642","ko03082"
"ko:K16604",""
"ko:K11493",""
"ko:K14944",""
"ko:K13091",""
"ko:K14537","ko03008"
"ko:K15641","ko01052"
"ko:K17506",""
"ko:K02717","ko01100"
"ko:K13137",""
"ko:K03124","ko05203"
"ko:K01253","ko05208"
"ko:K01933","ko01110"
"ko:K04850","ko05414"
"ko:K09554","ko04151"
"ko:K17497","ko01250"
"ko:K08860","ko05417"
"ko:K10580","ko05131"
"ko:K00306","ko04146"
"ko:K02677","ko05417"
"ko:K16547",""
"ko:K20715",""
"ko:K00253","ko01100"
"ko:K12872","ko03040"
"ko:K09595",""
"ko:K11680","ko03082"
"ko:K14553","ko03008"
"ko:K19613","ko04014"
"ko:K02221",""
"ko:K09577",""
"ko:K16806",""
"ko:K04288","ko04148"
"ko:K21804",""
"ko:K21918",""
"ko:K09838","ko01110"
"ko:K00602","ko01523"
"ko:K06940",""
"ko:K03361","ko04120"
"ko:K19477","ko04970"
"ko:K01575","ko01210"
"ko:K13121",""
"ko:K21480","ko01110"
"ko:K13750",""
"ko:K18408",""
"ko:K12047","ko04973"
"ko:K20909","ko04621"
"ko:K08330","ko04139"
"ko:K06875",""
"ko:K01783","ko01230"
"ko:K15738",""
"ko:K01061","ko01120"
"ko:K00627","ko01210"
"ko:K09858",""
"ko:K12813","ko03040"
"ko:K11985",""
"ko:K12492","ko04144"
"ko:K07516","ko01212"
"ko:K08366",""
"ko:K04365","ko05226"
"ko:K18261",""
"ko:K03860","ko01100"
"ko:K13667","ko00514"
"ko:K17435",""
"ko:K00434","ko01100"
"ko:K14682","ko01230"
"ko:K01164","ko03008"
"ko:K12392","ko05170"
"ko:K19031",""
"ko:K07808","ko00534"
"ko:K13954","ko01220"
"ko:K03662","ko05323"
"ko:K14829",""
"ko:K11927","ko03018"
"ko:K08798",""
"ko:K10638",""
"ko:K10739","ko03460"
"ko:K00972","ko01250"
"ko:K01681","ko01230"
"ko:K15223",""
"ko:K11586","ko05131"
"ko:K22503","ko00970"
"ko:K15395",""
"ko:K02261","ko05415"
"ko:K10421","ko04150"
"ko:K12176",""
"ko:K03255",""
"ko:K00116","ko01200"
"ko:K00758","ko05219"
"ko:K01690","ko01200"
"ko:K16815",""
"ko:K07011",""
"ko:K08818",""
"ko:K13010","ko01250"
"ko:K02997","ko05171"
"ko:K10738",""
"ko:K13076",""
"ko:K16538",""
"ko:K00586",""
"ko:K12491","ko04144"
"ko:K09710",""
"ko:K03018","ko04623"
"ko:K04968","ko04929"
"ko:K11094","ko03040"
"ko:K14290","ko05166"
"ko:K14965",""
"ko:K05093","ko05230"
"ko:K12834","ko03040"
"ko:K12232",""
"ko:K06173",""
"ko:K15361","ko03460"
"ko:K13143",""
"ko:K17987","ko04140"
"ko:K03681","ko03018"
"ko:K10417","ko05132"
"ko:K10767",""
"ko:K01228","ko04141"
"ko:K09291","ko05216"
"ko:K12493","ko04144"
"ko:K13606","ko01110"
"ko:K00029","ko03320"
"ko:K11128","ko03008"
"ko:K21440",""
"ko:K00281","ko01200"
"ko:K14816",""
"ko:K01191","ko00511"
"ko:K13208",""
"ko:K15535",""
"ko:K14840",""
"ko:K16466",""
"ko:K13106",""
"ko:K09529",""
"ko:K08266","ko04714"
"ko:K13298","ko05032"
"ko:K15026",""
"ko:K02137","ko05415"
"ko:K18470",""
"ko:K02084","ko05417"
"ko:K02908","ko05171"
"ko:K06224","ko04341"
"ko:K00648","ko01212"
"ko:K14768",""
"ko:K01025",""
"ko:K18722","ko03013"
"ko:K00280",""
"ko:K00022","ko01212"
"ko:K00322","ko01100"
"ko:K11422","ko01100"
"ko:K06545",""
"ko:K06118","ko01250"
"ko:K15029",""
"ko:K12599","ko03018"
"ko:K10380","ko05205"
"ko:K17725","ko01120"
"ko:K17822",""
"ko:K10246","ko01212"
"ko:K13302","ko04960"
"ko:K12350","ko04217"
"ko:K11361",""
"ko:K12471","ko04144"
"ko:K00145","ko01230"
"ko:K11090","ko05322"
"ko:K12418",""
"ko:K05181","ko05033"
"ko:K12191","ko04217"
"ko:K17257",""
"ko:K01438","ko01230"
"ko:K02134","ko05415"
"ko:K13177",""
"ko:K12410","ko01100"
"ko:K20367",""
"ko:K14798",""
"ko:K05853","ko05415"
"ko:K01293",""
"ko:K02638","ko01100"
"ko:K20167",""
"ko:K04131","ko05022"
"ko:K02956","ko03010"
"ko:K02879","ko03010"
"ko:K10599","ko04120"
"ko:K01940","ko05418"
"ko:K01874","ko01100"
"ko:K18477",""
"ko:K12873","ko03040"
"ko:K11275",""
"ko:K14004","ko05014"
"ko:K10392","ko04814"
"ko:K22390",""
"ko:K20493",""
"ko:K08574",""
"ko:K12614","ko03018"
"ko:K11491",""
"ko:K15100",""
"ko:K14838",""
"ko:K15174","ko04011"
"ko:K13907",""
"ko:K02831","ko04113"
"ko:K03145",""
"ko:K02835",""
"ko:K17893",""
"ko:K11353","ko05415"
"ko:K04960","ko05205"
"ko:K00729","ko01100"
"ko:K01631","ko01100"
"ko:K12885","ko03040"
"ko:K12825","ko03040"
"ko:K12868","ko03040"
"ko:K14863",""
"ko:K00164","ko01210"
"ko:K11675","ko03082"
"ko:K13098","ko05202"
"ko:K04575","ko05022"
"ko:K15630",""
"ko:K06262","ko04640"
"ko:K03237","ko05417"
"ko:K06176",""
"ko:K15285",""
"ko:K06678","ko04111"
"ko:K12275","ko04141"
"ko:K12437","ko01110"
"ko:K12638","ko01110"
"ko:K03937","ko05415"
"ko:K20052",""
"ko:K00228","ko01240"
"ko:K08065","ko05166"
"ko:K06963",""
"ko:K05674","ko02010"
"ko:K17790",""
"ko:K17887",""
"ko:K01522","ko05223"
"ko:K16602",""
"ko:K01068","ko04913"
"ko:K03240","ko05168"
"ko:K10329",""
"ko:K15889","ko01120"
"ko:K11885",""
"ko:K05765","ko05170"
"ko:K14274","ko01100"
"ko:K03883","ko05415"
"ko:K12349","ko04071"
"ko:K18727","ko03013"
"ko:K17785",""
"ko:K10104",""
"ko:K09873",""
"ko:K01462",""
"ko:K05016",""
"ko:K00974",""
"ko:K01053","ko01240"
"ko:K04809","ko05207"
"ko:K02335","ko03440"
"ko:K11541","ko01240"
"ko:K03362","ko05170"
"ko:K00611","ko01230"
"ko:K08876",""
"ko:K03155",""
"ko:K07951",""
"ko:K13247","ko01100"
"ko:K20279","ko04070"
"ko:K02330","ko05203"
"ko:K03769",""
"ko:K21883","ko01120"
"ko:K14726",""
"ko:K08676",""
"ko:K02989","ko05171"
"ko:K14795",""
"ko:K10595","ko04120"
"ko:K06709",""
"ko:K03952","ko05415"
"ko:K00705","ko01110"
"ko:K03750","ko01240"
"ko:K11724",""
"ko:K20779",""
"ko:K17654",""
"ko:K04382","ko05165"
"ko:K13648","ko01100"
"ko:K18466","ko04144"
"ko:K12655","ko04622"
"ko:K01273",""
"ko:K08959","ko04710"
"ko:K01895","ko01200"
"ko:K00021","ko04976"
"ko:K17796",""
"ko:K09848","ko05222"
"ko:K03538","ko03008"
"ko:K12394","ko05170"
"ko:K17305","ko04979"
"ko:K09839","ko01110"
"ko:K04565","ko05208"
"ko:K04499","ko04310"
"ko:K13190",""
"ko:K04564","ko05417"
"ko:K02961","ko03010"
"ko:K22499","ko04934"
"ko:K14570","ko03008"
"ko:K11322","ko03082"
"ko:K14012","ko04141"
"ko:K13138",""
"ko:K00844","ko05230"
"ko:K04811","ko04080"
"ko:K03715","ko01100"
"ko:K11492",""
"ko:K14842",""
"ko:K11238","ko04011"
"ko:K15015","ko05033"
"ko:K08054","ko05166"
"ko:K12035","ko05206"
"ko:K13421","ko01240"
"ko:K08736","ko05210"
"ko:K12737",""
"ko:K19009",""
"ko:K00899","ko01100"
"ko:K11320","ko03082"
"ko:K00606","ko01240"
"ko:K05675","ko04146"
"ko:K14589",""
"ko:K01934","ko01100"
"ko:K03107","ko03060"
